"DT_GERACAO";"HH_GERACAO";"ANO_ELEICAO";"CD_TIPO_ELEICAO";"NM_TIPO_ELEICAO";"CD_ELEICAO";"DS_ELEICAO";"DT_ELEICAO";"SG_UF";"SG_UE";"NM_UE";"SQ_CANDIDATO";"NR_ORDEM_BEM_CANDIDATO";"CD_TIPO_BEM_CANDIDATO";"DS_TIPO_BEM_CANDIDATO";"DS_BEM_CANDIDATO";"VR_BEM_CANDIDATO";"DT_ULT_ATUAL_BEM_CANDIDATO";"HH_ULT_ATUAL_BEM_CANDIDATO"
"06/01/2026";"16:44:43";2020;2;"Eleição Ordinária";426;"Eleições Municipais 2020";"15/11/2020";"AC";"01392";"RIO BRANCO";10001110346;1;21;"Veículo automotor terrestre: caminhão, automóvel, moto, etc.";"FIAT MOBI LIKE ano 2018/2018";"49000,00";"15/11/2020";"23:05:21"
"06/01/2026";"16:44:43";2020;2;"Eleição Ordinária";426;"Eleições Municipais 2020";"15/11/2020";"AC";"01023";"PORTO ACRE";10000964639;1;21;"Veículo automotor terrestre: caminhão, automóvel, moto, etc.";"trator fiatallis modelo D130, ano 2004";"180000,00";"15/11/2020";"23:26:36"
"06/01/2026";"16:44:43";2020;2;"Eleição Ordinária";426;"Eleições Municipais 2020";"15/11/2020";"AC";"01104";"JORDÃO";10001135691;1;12;"Casa";"CASA MEDINDO 10X8 NA RUA RAIMUNDO QUEIROZ DA SILVA NO BAIRRO LINDOLFO MATEUS";"25000,00";"11/12/2020";"20:53:18"
"06/01/2026";"16:44:43";2020;2;"Eleição Ordinária";426;"Eleições Municipais 2020";"15/11/2020";"AC";"01104";"JORDÃO";10001135691;2;13;"Terreno";"LOTE DE TERRA MEDINDO 50 HECTARES";"40000,00";"11/12/2020";"20:53:18"
"06/01/2026";"16:44:43";2020;2;"Eleição Ordinária";426;"Eleições Municipais 2020";"15/11/2020";"AC";"01120";"ACRELÂNDIA";10000976754;2;12;"Casa";"Casa em madeira localizada em Acrelândia/AC";"80000,00";"27/11/2020";"12:43:44"
"06/01/2026";"16:44:43";2020;2;"Eleição Ordinária";426;"Eleições Municipais 2020";"15/11/2020";"AC";"01120";"ACRELÂNDIA";10000976754;1;21;"Veículo automotor terrestre: caminhão, automóvel, moto, etc.";"Um carro Toyota Etios ano 2013/2014";"30000,00";"27/11/2020";"12:43:44"
"06/01/2026";"16:44:43";2020;2;"Eleição Ordinária";426;"Eleições Municipais 2020";"15/11/2020";"AC";"01511";"PLÁCIDO DE CASTRO";10000977041;1;18;"Loja";"loja/Oficina ";"500000,00";"27/10/2020";"23:57:13"
"06/01/2026";"16:44:43";2020;2;"Eleição Ordinária";426;"Eleições Municipais 2020";"15/11/2020";"AC";"01511";"PLÁCIDO DE CASTRO";10000977041;4;12;"Casa";"casa 16x18";"200000,00";"27/10/2020";"23:57:13"
"06/01/2026";"16:44:43";2020;2;"Eleição Ordinária";426;"Eleições Municipais 2020";"15/11/2020";"AC";"01511";"PLÁCIDO DE CASTRO";10000977041;5;13;"Terreno";"3 terrenos, 30x40";"30000,00";"27/10/2020";"23:57:13"
"06/01/2026";"16:44:43";2020;2;"Eleição Ordinária";426;"Eleições Municipais 2020";"15/11/2020";"AC";"01511";"PLÁCIDO DE CASTRO";10000977041;2;19;"Outros bens imóveis";"chacará 75x200";"70000,00";"27/10/2020";"23:57:13"
"06/01/2026";"16:44:43";2020;2;"Eleição Ordinária";426;"Eleições Municipais 2020";"15/11/2020";"AC";"01511";"PLÁCIDO DE CASTRO";10000977041;6;19;"Outros bens imóveis";"Colônia 47 hectáres";"470000,00";"27/10/2020";"23:57:13"
"06/01/2026";"16:44:43";2020;2;"Eleição Ordinária";426;"Eleições Municipais 2020";"15/11/2020";"AC";"01511";"PLÁCIDO DE CASTRO";10000977041;7;13;"Terreno";"10 terrenos, 100x50";"50000,00";"27/10/2020";"23:57:13"
"06/01/2026";"16:44:43";2020;2;"Eleição Ordinária";426;"Eleições Municipais 2020";"15/11/2020";"AC";"01511";"PLÁCIDO DE CASTRO";10000977041;3;13;"Terreno";"10x40";"200000,00";"27/10/2020";"23:57:13"
"06/01/2026";"16:44:43";2020;2;"Eleição Ordinária";426;"Eleições Municipais 2020";"15/11/2020";"AC";"01511";"PLÁCIDO DE CASTRO";10000977041;8;29;"Outros bens móveis";"carro";"85000,00";"27/10/2020";"23:57:13"
"06/01/2026";"16:44:43";2020;2;"Eleição Ordinária";426;"Eleições Municipais 2020";"15/11/2020";"AC";"01112";"EPITACIOLÂNDIA";10000933725;1;19;"Outros bens imóveis";"01 CHÁCARA NO RAMAL FONTENELE DE CASTRO, KM 01";"70000,00";"15/11/2020";"22:40:15"
"06/01/2026";"16:44:43";2020;2;"Eleição Ordinária";426;"Eleições Municipais 2020";"15/11/2020";"AC";"01112";"EPITACIOLÂNDIA";10000933725;2;12;"Casa";"01 CASA - RUA GERALDO SARAIVA, BAIRRO AEROPORTO - EPITACIOLANDIA";"50000,00";"15/11/2020";"22:40:15"
